train_mssg,train_spam
"['haha', 'got', 'fast', 'lose', 'weight', 'thk', 'muz', 'go', '4', 'month', 'den', 'got', 'effect', 'gee', 'later', 'go', 'aust', 'put', 'bk', 'e', 'weight']",ham
"['k', 'u', 'bored', 'come', 'home']",ham
"['fyi', 'gonna', 'call', 'sporadically', 'starting', 'like', 'lt', 'gt', 'bc', 'doin', 'shit']",ham
"['hey', 'tmr', 'meet', 'bugis', '930']",ham
"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'end', 'sh', 'jas']",ham
"['got', 'new', 'year', 'co', 'yetunde', 'said', 'wanted', 'surprise', 'didnt', 'see', 'money', 'returned', 'mid', 'january', 'lt', 'gt', 'day', 'return', 'period', 'ended']",ham
['anytime'],ham
"['aight', 'pick', 'open', 'tonight']",ham
"['pls', 'make', 'note', 'exposed', 'also', 'find', 'school', 'anyone', 'else', 'vomiting', 'dog', 'cat', 'house', 'let', 'know', 'later']",ham
"['fair', 'enough', 'anything', 'going']",ham
"['making', 'easy', 'pay', 'back', 'lt', 'gt', 'yr', 'say', 'pay', 'back', 'earlier', 'get']",ham
"['themob', 'hit', 'link', 'get', 'premium', 'pink', 'panther', 'game', 'new', '1', 'sugababes', 'crazy', 'zebra', 'animation', 'badass', 'hoody', 'wallpaper', '4', 'free']",spam
"['urgent', 'call', '09066649731from', 'landline', 'complimentary', '4', 'ibiza', 'holiday', '10', '000', 'cash', 'await', 'collection', 'sae', 'cs', 'po', 'box', '434', 'sk3', '8wp', '150ppm', '18']",spam
"['tell', 'need', 'investigate', 'anywhere']",ham
"['know', 'week', 'going', 'tirunelvai', 'da']",ham
"['little', 'meds', 'say', 'take', 'every', '8', 'hour', '5', 'pain', 'back', 'took', 'another', 'hope', 'die']",ham
"['sorry', 'pain', 'ok', 'meet', 'another', 'night', 'spent', 'late', 'afternoon', 'casualty', 'mean', 'done', 'stuff42moro', 'includes', 'time', 'sheet', 'sorry']",ham
"['ya', 'cant', 'display', 'internal', 'sub', 'gotta', 'extract']",ham
"['urgent', 'mobile', '07808726822', 'awarded', '2', '000', 'bonus', 'caller', 'prize', '02', '09', '03', '2nd', 'attempt', 'contact', 'call', '0871', '872', '9758', 'box95qu']",spam
"['ya', 'telling', 'abt', 'tht', 'incident']",ham
"['come', 'around', 'lt', 'decimal', 'gt', 'pm', 'vikky', 'otside', 'nw', 'il', 'come', 'tht', 'time']",ham
"['call', 'like', 'lt', 'gt', 'time', 'oh', 'give', 'u', 'hypertension', 'oh']",ham
"['looked', 'addie', 'go', 'back', 'monday', 'suck']",ham
"['many', 'dependent']",ham
"['used', 'hope', 'agent', 'drop', 'since', 'booked', 'thing', 'year', 'whole', 'boston', 'nyc', 'experiment']",ham
"['hope', 'good', 'week', 'checking']",ham
"['kate', 'jackson', 'rec', 'center', '7ish', 'right']",ham
"['several', 'sir']",ham
"['free', 'msg', 'single', 'find', 'partner', 'area', '1000', 'real', 'people', 'waiting', 'chat', 'send', 'chat', '62220cncl', 'send', 'stopcs', '08717890890', '1', '50', 'per', 'msg']",spam
"['tell', 'u', 'headache', 'want', 'use', '1', 'hour', 'sick', 'time']",ham
"['find', 'way', 'include', 'detail']",ham
"['got', 'outta', 'class', 'gonna', 'go', 'gym']",ham
"['okay', 'well', 'thanks', 'clarification']",ham
"['much', 'got', 'cleaning']",ham
['ok'],ham
"['sorry', 'man', 'accidentally', 'left', 'phone', 'silent', 'last', 'night', 'check', 'til', 'got']",ham
"['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'set', 'callertune', 'callers', 'press', '9', 'copy', 'friend', 'callertune']",ham
"['1', 'thing', 'change', 'sentence', 'want', '2', 'concentrate', 'educational', 'career', 'im', 'leaving']",ham
"['left', 'already', 'orchard']",ham
"['pls', 'send', 'comprehensive', 'mail', 'paying', 'much']",ham
"['good', 'trip', 'watch', 'remember', 'get', 'back', 'must', 'decide', 'easter']",ham
"['never', 'wanted', 'tell', 'short', 'edge', 'late']",ham
"['sent', 'score', 'sophas', 'secondary', 'application', 'school', 'think', 'thinking', 'applying', 'research', 'cost', 'also', 'contact', 'joke', 'ogunrinde', 'school', 'one', 'le', 'expensive', 'one']",ham
"['probably', 'eat', 'today', 'think', 'gonna', 'pop', 'weekend', 'u', 'miss']",ham
['competition'],ham
"['got', 'back', 'dislike', 'bed']",ham
"['already', 'one', 'guy', 'loving']",ham
"['borrow', 'ur', 'bag', 'ok']",ham
"['want', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', '300', 'free', 'minute', 'mobile', '100', 'free', 'text', 'free', 'camcorder', 'reply', 'call', '08000930705']",spam
"['yup', 'thk', 'e', 'shop', 'close', 'lor']",ham
"['hey', 'babe', 'saw', 'came', 'online', 'second', 'disappeared', 'happened']",ham
"['last', 'thing', 'ever', 'wanted', 'hurt', 'think', 'would', 'laugh', 'embarassed', 'delete', 'tag', 'keep', 'going', 'far', 'knew', 'even', 'fact', 'even', 'felt', 'like', 'would', 'hurt', 'show', 'really', 'know', 'messy', 'wednesday', 'bad', 'problem', 'time', 'clean', 'choose', 'skype', 'take', 'picture', 'sleep', 'want', 'go', 'mind', 'thing', 'make', 'bed', 'throw', 'laundry', 'top', 'friend', 'house', 'embarassed', 'underwear', 'bra', 'strewn', 'bed', 'pillow', 'floor', 'something', 'else', 'used', 'good', 'least', 'making', 'bed']",ham
"['got', 'salt', 'rub', 'open', 'wound', 'like']",ham
"['dun', 'believe', 'leh', 'tot', 'told', 'true', 'already', 'thk', 'muz', 'c', 'u', 'tog', 'believe']",ham
"['working', 'technical', 'support', 'voice', 'process']",ham
"['wish', 'great', 'semester']",ham
"['becoz', 'lt', 'gt', 'jan', 'whn', 'al', 'post', 'ofice', 'holiday', 'cn', 'go', 'fr', 'post', 'ofice', 'got', 'duffer']",ham
"['want', 'see', 'pretty', 'pussy']",ham
"['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']",ham
"['true', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'make', 'mistake', 'valuing', 'definitly', 'undrstnd', 'start', 'missing']",ham
"['actor', 'work', 'work', 'evening', 'sleep', 'late', 'since', 'unemployed', 'moment', 'always', 'sleep', 'late', 'unemployed', 'every', 'day', 'saturday']",ham
"['wait', 'till', '2', 'bus', 'pick']",ham
"['printed', 'oh', 'lt', 'gt', 'come', 'upstairs']",ham
"['urgent', 'please', 'call', '09061743810', 'landline', 'abta', 'complimentary', '4', 'tenerife', 'holiday', '5000', 'cash', 'await', 'collection', 'sae', 'cs', 'box', '326', 'cw25wx', '150', 'ppm']",spam
"['prabha', 'soryda', 'realy', 'frm', 'heart', 'sory']",ham
"['hey', 'almost', 'forgot', 'happy', 'b', 'day', 'babe', 'love', 'ya']",ham
"['parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']",ham
"['realy', 'sorry', 'recognise', 'number', 'confused', 'r', 'u', 'please']",ham
"['yunny', 'walking', 'citylink', 'ü', 'faster', 'come', 'hungry']",ham
"['sms', 'ac', 'sun0819', 'post', 'hello', 'seem', 'cool', 'wanted', 'say', 'hi', 'hi', 'stop', 'send', 'stop', '62468']",spam
"['pls', 'come', 'quick', 'cant', 'bare']",ham
"['yes', 'office', 'da']",ham
"['hope', 'pee', 'burn', 'tonite']",ham
"['great', 'news', 'call', 'freefone', '08006344447', 'claim', 'guaranteed', '1000', 'cash', '2000', 'gift', 'speak', 'live', 'operator']",spam
"['want', 'snow', 'freezing', 'windy']",ham
"['india', 'win', 'level', 'series', 'mean', 'record']",ham
"['de', 'seeing', 'online', 'shop', 'asked']",ham
"['know', 'u', 'u', 'know', 'send', 'chat', '86688', 'let', 'find', '150p', 'msg', 'rcvd', 'hg', 'suite342', '2lands', 'row', 'w1j6hl', 'ldn', '18', 'year']",spam
"['cab', 'available', 'pick', 'drop', 'door', 'step']",ham
"['piss', 'talking', 'someone', 'realise', 'u', 'point', 'read', 'backwards']",ham
"['ur', 'lecture']",ham
"['ok', 'great', 'thanx', 'lot']",ham
"['march', 'ending', 'ready', 'call', 'sure', 'problem', 'capital', 'never', 'complete', 'far', 'work', 'lady']",ham
"['consider', 'wall', 'bunker', 'shit', 'important', 'never', 'play', 'peaceful', 'guess', 'place', 'high', 'enough', 'matter']",ham
"['come', 'aftr', 'lt', 'decimal', 'gt', 'cleaning', 'house']",ham
"['simply', 'sitting', 'watching', 'match', 'office']",ham
"['donate', '2', '50', 'unicef', 'asian', 'tsunami', 'disaster', 'support', 'fund', 'texting', 'donate', '864233', '2', '50', 'added', 'next', 'bill']",spam
"['r', 'u', 'continent']",ham
"['call', 'tell', 'infront', 'call']",ham
"['u', 'r', 'much', 'close', 'heart', 'u', 'go', 'away', 'shattered', 'plz', 'stay']",ham
"['know', 'hook', 'mean', 'right']",ham
"['dear', 'ok']",ham
"['ü', 'takin', 'linear', 'algebra', 'today']",ham
"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay']",ham
"['ya', 'going', 'restaurant']",ham
"['love', 'holiday', 'monday', 'feeling', 'even', 'go', 'dentist', 'hour']",ham
"['hmm', 'many', 'unfortunately', 'pics', 'obviously', 'arent', 'hot', 'cake', 'kinda', 'fun', 'tho']",ham
"['free', 'tone', 'hope', 'enjoyed', 'new', 'content', 'text', 'stop', '61610', 'unsubscribe', 'help', '08712400602450p', 'provided', 'tones2you', 'co', 'uk']",spam
"['oops', 'shower', 'u', 'called', 'hey', 'parking', 'garage', 'collapsed', 'university', 'hospital', 'see', 'crazy', 'stuff', 'like', 'happen']",ham
"['gokila', 'talking', 'aha']",ham
"['babe', 'back', 'come', 'back']",ham
"['heart', 'empty', 'without', 'love', 'mind', 'empty', 'without', 'wisdom', 'eyes', 'r', 'empty', 'without', 'dream', 'amp', 'life', 'empty', 'without', 'frnds', 'alwys', 'touch', 'good', 'night', 'amp', 'sweet', 'dream']",ham
"['lag', 'sad', 'part', 'keep', 'touch', 'thanks', 'skype']",ham
"['shopping', 'lor', 'raining', 'mah', 'hard', '2', 'leave', 'orchard']",ham
"['gent', 'trying', 'contact', 'last', 'weekend', 'draw', 'show', '1000', 'prize', 'guaranteed', 'call', '09064012160', 'claim', 'code', 'k52', 'valid', '12hrs', '150ppm']",spam
"['tiwary', 'rcb', 'battle', 'bang', 'kochi']",ham
"['information', 'ikea', 'spelled', 'cap', 'yelling', 'thought', 'left', 'sitting', 'bed', 'among', 'mess', 'came', 'said', 'going', 'got', 'home', 'class', 'please', 'try', 'bullshit', 'make', 'want', 'listen', 'le']",ham
"['headin', 'towards', 'busetop']",ham
"['ey', 'calm', 'downon', 'theacusations', 'itxt', 'u', 'cos', 'iwana', 'know', 'wotu', 'r', 'doin', 'thew', 'end', 'haventcn', 'u', 'ages', 'ring', 'ur', 'up4', 'nething', 'sat', 'love', 'j', 'xxx']",ham
"['18', 'day', 'euro2004', 'kickoff', 'u', 'kept', 'informed', 'latest', 'news', 'result', 'daily', 'unsubscribe', 'send', 'get', 'euro', 'stop', '83222']",spam
"['thats', 'cool', 'want', 'please']",ham
"['yar', 'say', 'got', 'error']",ham
"['sorry', 'flaked', 'last', 'night', 'shit', 'seriously', 'goin', 'roommate', 'tonight']",ham
"['winner', 'u', 'specially', 'selected', '2', 'receive', '1000', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810910p', 'min', '18']",spam
"['aight', 'grab', 'something', 'eat', 'text', 'back', 'mu']",ham
"['si', 'si', 'think', 'ill', 'go', 'make', 'oreo', 'truffle']",ham
"['free', 'entry', '2', 'weekly', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', '80182', 'get', 'entry', 'std', 'txt', 'rate', 'c', 'apply', '08452810073', 'detail', '18']",spam
"['interested', 'like']",ham
"['ok', 'ur', 'typical', 'reply']",ham
"['ard', '4', 'lor']",ham
"['80488', '500', 'free', 'text', 'message', 'valid', '31', 'december', '2005']",spam
"['also', 'chat', 'awesome', 'make', 'regular', 'unless', 'see', 'person']",ham
"['one', 'day', 'billion', 'class', 'right']",ham
"['spook', 'mob', 'halloween', 'collection', 'logo', 'pic', 'message', 'plus', 'free', 'eerie', 'tone', 'txt', 'card', 'spook', '8007', 'zed', '08701417012150p', 'per', 'logo', 'pic']",spam
"['u', 'find', 'time', 'bus', 'coz', 'need', 'sort', 'stuff']",ham
"['prabha', 'soryda', 'realy', 'frm', 'heart', 'sory']",ham
"['place', 'want', 'da']",ham
"['must', 'sit', 'around', 'wait', 'summer', 'day', 'celebrate', 'magical', 'sight', 'world', 'dressed', 'white', 'oooooh', 'let', 'snow']",ham
"['still', 'area', 'restaurant', 'ill', 'try', 'come', 'back', 'soon']",ham
"['news', 'hassling', 'get', 'weed', 'week', 'andres', 'money', 'haughaighgtujhyguj']",ham
"['watever', 'relation', 'u', 'built', 'dis', 'world', 'thing', 'remains', 'atlast', 'iz', 'lonlines', 'lotz', 'n', 'lot', 'memory', 'feeling']",ham
"['nope', 'wif', 'si', 'lor', 'aft', 'bathing', 'dog', 'bathe', 'looks', 'like', 'going', '2', 'rain', 'soon']",ham
"['surly', 'ill', 'give', 'coming', 'review']",ham
"['haha', 'leg', 'neck', 'killing', 'amigo', 'hoping', 'end', 'night', 'burn', 'think', 'could', 'swing', 'like', 'hour']",ham
"['er', 'yep', 'sure', 'props']",ham
"['sent', 'ur', 'email', 'id', 'soon']",ham
"['babe', 'go', 'day', 'sip', 'cappuccino', 'think', 'love', 'send', 'kiss', 'across', 'sea']",ham
['call'],ham
"['good', 'weekend']",ham
"['network', 'operator', 'service', 'free', 'c', 'visit', '80488', 'biz']",spam
"['today', 'vodafone', 'number', 'ending', '0089', 'last', 'four', 'digit', 'selected', 'received', '350', 'award', 'number', 'match', 'please', 'call', '09063442151', 'claim', '350', 'award']",spam
"['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'call', '09058094594']",spam
"['nite', 'nite', 'pocay', 'wocay', 'luv', 'u', 'n', 'e', 'thing', '4eva', 'promise', 'ring', 'u', '2morrowxxxx']",ham
"['yeah', 'basically', 'time', 'next', 'week', 'get', 'away', 'mom', 'amp', 'get', '3']",ham
"['hey', 'dont', 'go', 'watch', 'x', 'men', 'lunch', 'haha']",ham
"['feel', 'mr', 'real', 'valentine', 'yo', 'valentine', 'even', 'tho', 'u', 'hardly', 'play']",ham
"['goin', 'workout', 'lor', 'muz', 'lose', 'e', 'fat']",ham
"['record', 'one', 'night']",ham
"['lovely', 'night', 'wake', 'see', 'message', 'hope', 'smile', 'knowing', 'great', 'morning']",ham
"['wanna', 'gym']",ham
"['today', 'sorry', 'day', 'ever', 'angry', 'ever', 'misbehaved', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', 'basically', 'good']",ham
"['ur', 'cash', 'balance', 'currently', '500', 'pound', 'maximize', 'ur', 'cash', 'send', 'cash', '86688', '150p', 'msg', 'cc', '08718720201', 'po', 'box', '114', '14', 'tcr', 'w1']",spam
"['free', 'give', 'otherwise', 'nalla', 'adi', 'entey', 'nattil', 'kittum']",ham
"['huh', 'slow', 'tot', 'u', 'reach', 'long', 'ago', 'liao', 'u', '2', 'day', '4', 'leh']",ham
"['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'call', '09063458130', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyph', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150p']",spam
"['r', 'stayin', 'extra', 'week', 'back', 'next', 'wed', 'rugby', 'weekend', 'hi', 'c', 'u', 'soon']",ham
"['performance', 'award', 'calculated', 'every', 'two', 'month', 'current', 'one', 'month', 'period']",ham
"['school', 'n', 'da', 'lab', 'stuff', 'give', 'call', 'ü', 'r', 'done']",ham
"['come', 'guoyang', 'go', 'n', 'tell', 'u', 'told']",ham
"['doesnt', 'make', 'sense', 'take', 'unless', 'free', 'need', 'know', 'wikipedia', 'com']",ham
"['well', 'boy', 'glad', 'g', 'wasted', 'night', 'applebees', 'nothing']",ham
"['need', 'lar', 'go', 'engin', 'cos', 'si', 'art', 'today']",ham
"['oops', 'mum', 'somerset', 'bit', 'far', 'back', 'tomo', 'see', 'soon', 'x']",ham
"['fine', 'thanks']",ham
"['yup', 'bathe', 'liao']",ham
"['oh', 'rite', 'well', 'im', 'best', 'mate', 'pete', 'went', '4', 'week', '2geva', 'longer', 'week']",ham
"['yeah', 'still', 'give', 'ride']",ham
"['coming', 'friday', 'leave', 'pongal', 'get', 'news', 'work', 'place']",ham
"['call', 'message', 'missed', 'call']",ham
"['promise', 'getting', 'soon', 'text', 'morning', 'let', 'know', 'made', 'ok']",ham
"['oh', 'really', 'make', 'air', 'talent']",ham
"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",ham
"['cheers', 'card', 'time', 'year', 'already']",ham
"['message', 'truro', 'hospital', 'ext', 'phone', 'phone', 'side']",ham
"['dont', 'search', 'love', 'let', 'love', 'find', 'u', 'thats', 'called', 'falling', 'love', 'bcoz', 'u', 'dont', 'force', 'u', 'fall', 'u', 'know', 'smeone', 'hold', 'u', 'bslvyl']",ham
"['sent', 'scream', 'moan', 'bed', 'princess']",ham
"['u', 'talking', 'bout', 'early', 'morning', 'almost', 'noon']",ham
"['heehee', 'funny', 'tho']",ham
"['thanks', 'ringtone', 'order', 'reference', 'number', 'x29', 'mobile', 'charged', '4', '50', 'tone', 'arrive', 'please', 'call', 'customer', 'service', '09065989180']",spam
"['juz', 'go', 'google', 'n', 'search', '4', 'qet']",ham
"['uncle', 'atlanta', 'wish', 'guy', 'great', 'semester']",ham
"['sweetheart', 'hope', 'kind', 'day', 'one', 'load', 'reason', 'smile', 'biola']",ham
"['haha', 'dont', 'angry', 'take', 'practice', 'real', 'thing']",ham
"['pls', 'send', 'address', 'sir']",ham
"['hiya', 'u', 'paying', 'money', 'account', 'thanks', 'got', 'pleasant', 'surprise', 'checked', 'balance', 'u', 'c', 'get', 'statement', '4', 'acc']",ham
"['reminder', 'o2', 'get', '2', '50', 'pound', 'free', 'call', 'credit', 'detail', 'great', 'offer', 'pls', 'reply', '2', 'text', 'valid', 'name', 'house', 'postcode']",spam
"['thinking', 'chennai', 'forgot', 'come', 'auction']",ham
"['going', 'try', '2', 'month', 'ha', 'ha', 'joking']",ham
"['sorry', 'left', 'phone', 'upstairs', 'ok', 'might', 'hectic', 'would', 'bird', 'one', 'fell', 'swoop', 'date']",ham
"['send', 'pic', 'like']",ham
"['bold', '2', 'lt', 'gt']",ham
"['booked', 'ticket', 'pongal']",ham
"['sign', 'maturity', 'start', 'saying', 'big', 'thing', 'actually', 'start', 'understanding', 'small', 'thing', 'nice', 'evening', 'bslvyl']",ham
"['jamster', 'get', 'free', 'wallpaper', 'text', 'heart', '88888', 'c', 'apply', '16', 'need', 'help', 'call', '08701213186']",spam
"['sleeping', 'surfing']",ham
"['honey', 'sweetheart', 'darling', 'sexy', 'bun', 'sugar', 'plum', 'loverboy', 'miss', 'boytoy', 'smack', 'as', 'go', 'gym']",ham
"['reply', 'win', '100', 'weekly', 'professional', 'sport', 'tiger', 'woods', 'play', 'send', 'stop', '87239', 'end', 'service']",spam
"['hi', 'love', 'go', 'day', 'fuck', 'morning', 'woke', 'dropped', 'cell', 'way', 'stair', 'seems', 'alright', 'phews', 'miss']",ham
"['hi', 'ya', 'babe', 'x', 'u', '4goten', 'bout', 'scammer', 'getting', 'smart', 'though', 'regular', 'vodafone', 'respond', 'get', 'prem', 'rate', 'msg', 'subscription', 'no', 'used', 'also', 'beware']",spam
"['u', 'dun', 'wan', 'u', 'dun', 'like', 'already', 'ah', 'wat', 'u', 'still', 'eating']",ham
"['awesome', 'minute']",ham
"['call', 'get', 'chance', 'plz', 'lt', '3']",ham
"['account', 'refilled', 'successfully', 'inr', 'lt', 'decimal', 'gt', 'keralacircle', 'prepaid', 'account', 'balance', 'rs', 'lt', 'decimal', 'gt', 'transaction', 'id', 'kr', 'lt', 'gt']",ham
"['easy', 'mate', 'guess', 'quick', 'drink', 'bit', 'ambitious']",ham
"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",ham
"['complimentary', '4', 'star', 'ibiza', 'holiday', '10', '000', 'cash', 'need', 'urgent', 'collection', '09066364349', 'landline', 'lose', 'box434sk38wp150ppm18']",spam
"['18', 'day', 'euro2004', 'kickoff', 'u', 'kept', 'informed', 'latest', 'news', 'result', 'daily', 'unsubscribe', 'send', 'get', 'euro', 'stop', '83222']",spam
"['called', 'one', 'pick', 'e', 'phone', 'ask', 'already', 'said', 'ok']",ham
"['nah', 'perpetual', 'dd']",ham
"['love', 'decision', 'feeling', 'could', 'decide', 'love', 'life', 'would', 'much', 'simpler', 'le', 'magical']",ham
"['uncle', 'atlanta', 'wish', 'guy', 'great', 'semester']",ham
"['pls', 'tell', 'nelson', 'bb', 'longer', 'comin', 'money', 'expecting', 'aint', 'coming']",ham
"['still', 'coming', 'tonight']",ham
"['oh', 'okie', 'lor', 'go', 'sat']",ham
"['nothing', 'ever', 'easy', 'looking', 'reason', 'take', 'risk', 'life', 'love']",ham
"['easy', 'ah', 'sen', 'got', 'selected', 'mean', 'good']",ham
['significance'],ham
"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'please', 'go', 'http', 'www', 'e', 'tlp', 'co', 'uk', 'reward', 'ts', 'cs', 'apply']",spam
"['yup', 'havent', 'want', 'go', 'yoga', 'call', 'book']",ham
"['aiyo', 'co', 'sm', 'ü', 'ü', 'neva', 'reply', 'wait', '4', 'ü', 'reply', 'lar', 'tot', 'ü', 'havent', 'finish', 'ur', 'lab', 'wat']",ham
"['dont', 'thnk', 'wrong', 'calling', 'u']",ham
"['come', 'din', 'c', 'ü', 'yup', 'cut', 'hair']",ham
['problem'],ham
"['sorry', 'c', 'ur', 'msg', 'yar', 'lor', 'poor', 'thing', '4', 'one', 'night', 'tmr', 'u', 'brand', 'new', 'room', '2', 'sleep']",ham
"['think', 'mentor', '100', 'percent', 'sure']",ham
